amount,duration,payments,same_district,frequency,gender,region,nr_inhabitants,nr_municip_inhabitants_499,nr_municip_inhabitants_500_1999,nr_municip_inhabitants_2000_9999,nr_municip_inhabitants_10000,nr_cities,ratio_urban_inhabitants,average_salary,ratio_entrepeneurs,avg_crimes,avg_unemployment,criminality_growth,unemployment_growth,avg_amount_credit,avg_amount_withdrawal,avg_amount_total,num_credits,num_withdrawals,avg_balance,num_trans,age_when_loan,days_between,loan_status,has_card
0.17134502923976608,0.0,0.8232657417289221,1.0,1.0,0.0,1.0,0.044737602957323264,0.09933774834437085,0.18571428571428572,0.4,0.4,0.9,0.7246596066565809,0.34755134281200606,0.2209302325581396,0.2364024070584987,0.395131086142322,0.8821206585885175,0.19817073170731694,0.1561134655761877,1.0,0.8529913120105639,0.012820512820512817,0.0,0.007852708648171502,0.006097560975609755,0.6854245146334397,0.0,0.0,0.0
0.301731893837157,0.5,0.45795090715048026,1.0,0.5,1.0,0.2857142857142857,0.06013774683082472,0.31788079470198677,0.2857142857142857,0.35000000000000003,0.6000000000000001,0.9,0.5990922844175492,0.05845181674565558,0.41860465116279066,0.14273765921832893,0.21098626716604235,0.8804515580748209,0.2682926829268292,0.48527795412314023,0.7466507177033492,0.5344129018189512,0.16666666666666666,0.1523809523809524,0.5934535361554096,0.17682926829268292,0.24120544769631996,0.07275803722504229,1.0,0.0
0.07878992352676563,0.0,0.3840981856990395,0.0,0.0,0.0,0.2857142857142857,0.06013774683082472,0.31788079470198677,0.2857142857142857,0.35000000000000003,0.6000000000000001,0.9,0.5990922844175492,0.05845181674565558,0.41860465116279066,0.14273765921832893,0.21098626716604235,0.8804515580748209,0.2682926829268292,0.5133633584788375,0.745097170535767,0.6601264180230397,0.24358974358974358,0.17142857142857143,0.732795472475018,0.22560975609756095,0.47342799188640977,0.2267343485617597,1.0,0.0
0.12067026540710751,0.75,0.12017075773746,0.0,0.5,1.0,0.2857142857142857,0.06013774683082472,0.31788079470198677,0.2857142857142857,0.35000000000000003,0.6000000000000001,0.9,0.5990922844175492,0.05845181674565558,0.41860465116279066,0.14273765921832893,0.21098626716604235,0.8804515580748209,0.2682926829268292,0.21008332313728628,0.8981924508240298,0.47185594893974075,0.33333333333333337,0.33333333333333337,0.3219772625646363,0.3719512195121951,0.8318748188930745,0.583756345177665,1.0,0.0
0.22885739991003148,1.0,0.1919957310565635,1.0,0.5,1.0,0.2857142857142857,0.030199667507649727,0.5629139072847682,0.2714285714285714,0.30000000000000004,0.2,0.4,0.29652042360060527,0.06319115323854652,0.5930232558139535,0.18302093749741893,0.2777777777777777,0.9042259171687974,0.29573170731707316,0.13088913785107312,0.8515649920255184,0.47868432741927314,0.14102564102564102,0.0761904761904762,0.26616719795176846,0.11585365853658537,0.9224572587655753,0.10998307952622674,1.0,0.0
0.13074673864147549,0.5,0.18751334044823906,1.0,0.5,1.0,0.2857142857142857,0.030199667507649727,0.5629139072847682,0.2714285714285714,0.30000000000000004,0.2,0.4,0.29652042360060527,0.06319115323854652,0.5930232558139535,0.18302093749741893,0.2777777777777777,0.9042259171687974,0.29573170731707316,0.3549989476436036,0.8331675892047409,0.3994427062119243,0.24358974358974358,0.3238095238095238,0.39805287086029695,0.3231707317073171,0.32124022022602144,0.4974619289340102,1.0,0.0
0.10312640575798471,1.0,0.07267876200640341,0.0,0.5,1.0,0.2857142857142857,0.030199667507649727,0.5629139072847682,0.2714285714285714,0.30000000000000004,0.2,0.4,0.29652042360060527,0.06319115323854652,0.5930232558139535,0.18302093749741893,0.2777777777777777,0.9042259171687974,0.29573170731707316,0.05907451597458366,0.9533473836105415,0.39260130157579076,0.4358974358974359,0.6666666666666667,0.19324911091068467,0.6341463414634146,0.7438423645320198,0.9357021996615904,1.0,0.0
0.3730319388214125,1.0,0.32881536819637136,1.0,0.5,1.0,0.2857142857142857,0.030199667507649727,0.5629139072847682,0.2714285714285714,0.30000000000000004,0.2,0.4,0.29652042360060527,0.06319115323854652,0.5930232558139535,0.18302093749741893,0.2777777777777777,0.9042259171687974,0.29573170731707316,0.35397466388285415,0.8501488569909623,0.47355348694450117,0.24358974358974358,0.28571428571428575,0.39034721050490506,0.29878048780487804,0.8052738336713996,0.4416243654822335,1.0,0.0
0.18897885739991002,0.5,0.27961579509071505,0.0,0.5,0.0,0.7142857142857142,0.11604963979995386,0.45695364238410596,0.3857142857142857,0.5,0.2,0.8,0.6187594553706506,0.43669600541638465,0.6279069767441862,0.322794453344112,0.1504369538077403,0.8836558632768577,0.19817073170731694,0.3136969868116424,0.8013716108452951,0.5197952856350776,0.11538461538461539,0.09523809523809525,0.43099254717455515,0.11585365853658537,0.8406259055346277,0.13536379018612518,1.0,0.0
0.2100089968511021,0.25,0.4863393810032017,1.0,0.5,1.0,0.7142857142857142,0.11604963979995386,0.45695364238410596,0.3857142857142857,0.5,0.2,0.8,0.6187594553706506,0.43669600541638465,0.6279069767441862,0.322794453344112,0.1504369538077403,0.8836558632768577,0.19817073170731694,0.1596758095599426,0.5667198298777246,0.10021340100967674,0.038461538461538464,0.0380952380952381,0.38328865839011994,0.04268292682926829,0.9422776006954507,0.05414551607445006,1.0,0.0
