Id,Predicted
5895,0.9999994584316794
5172,6.2553385461519e-05
6207,6.2553385461519e-05
7122,6.2553385461519e-05
7067,6.2553385461519e-05
6173,6.2553385461519e-05
6705,6.2553385461519e-05
5889,6.2553385461519e-05
5036,6.2553385461519e-05
6142,6.2553385461519e-05
6938,6.2553385461519e-05
5932,0.9999994584316794
5398,0.9999994584316794
6855,0.9999994584316794
6632,6.2553385461519e-05
5358,6.2553385461519e-05
5674,6.2553385461519e-05
5384,0.9999994584316794
5589,6.2553385461519e-05
5042,6.2553385461519e-05
6095,0.9999994584316794
7049,6.2553385461519e-05
6075,6.2553385461519e-05
6878,0.9999994584316794
5790,6.2553385461519e-05
5532,6.2553385461519e-05
6118,6.2553385461519e-05
6442,6.2553385461519e-05
6554,6.2553385461519e-05
5973,6.2553385461519e-05
5043,6.2553385461519e-05
7195,6.2553385461519e-05
6746,6.2553385461519e-05
6793,6.2553385461519e-05
5940,0.9999994584316794
5584,0.9999994584316794
5669,0.9999994584316794
7286,6.2553385461519e-05
5992,0.9999994584316794
6278,0.9999994584316794
6196,6.2553385461519e-05
6052,0.9999994584316794
5354,6.2553385461519e-05
6076,6.2553385461519e-05
5134,6.2553385461519e-05
6147,6.2553385461519e-05
6237,6.2553385461519e-05
5245,6.2553385461519e-05
5582,0.9999994584316794
6508,6.2553385461519e-05
4968,6.2553385461519e-05
6571,6.2553385461519e-05
5419,6.2553385461519e-05
6377,0.9999994584316794
6562,0.9999994584316794
6913,0.9999994584316794
6014,6.2553385461519e-05
5556,6.2553385461519e-05
6346,0.9999994584316794
6310,0.9999994584316794
6763,6.2553385461519e-05
7051,0.9999994584316794
5117,0.9999994584316794
6338,6.2553385461519e-05
5719,6.2553385461519e-05
7181,6.2553385461519e-05
7264,0.9999994584316794
5343,0.9999994584316794
7277,0.9999994584316794
6468,6.2553385461519e-05
7037,6.2553385461519e-05
5782,0.9999994584316794
5930,0.9999994584316794
6791,6.2553385461519e-05
5332,0.9999994584316794
5491,6.2553385461519e-05
7129,6.2553385461519e-05
6948,6.2553385461519e-05
6962,6.2553385461519e-05
6766,0.9999994584316794
7172,0.9999994584316794
5501,6.2553385461519e-05
6234,0.9999994584316794
6450,6.2553385461519e-05
5823,6.2553385461519e-05
5334,6.2553385461519e-05
6821,6.2553385461519e-05
5760,0.9999994584316794
6168,6.2553385461519e-05
5644,6.2553385461519e-05
6255,6.2553385461519e-05
6660,6.2553385461519e-05
5991,6.2553385461519e-05
5656,6.2553385461519e-05
6322,0.9999994584316794
6877,6.2553385461519e-05
4986,6.2553385461519e-05
5638,6.2553385461519e-05
5206,6.2553385461519e-05
5369,6.2553385461519e-05
5643,6.2553385461519e-05
5862,0.9999994584316794
6934,6.2553385461519e-05
7119,6.2553385461519e-05
5124,6.2553385461519e-05
4989,6.2553385461519e-05
6028,6.2553385461519e-05
5486,6.2553385461519e-05
5338,6.2553385461519e-05
6239,6.2553385461519e-05
5287,0.9999994584316794
6320,6.2553385461519e-05
5815,6.2553385461519e-05
5154,6.2553385461519e-05
6490,6.2553385461519e-05
5942,6.2553385461519e-05
7085,6.2553385461519e-05
6959,0.9999994584316794
5086,6.2553385461519e-05
6758,0.9999994584316794
5377,6.2553385461519e-05
6612,6.2553385461519e-05
5447,6.2553385461519e-05
6727,0.9999994584316794
7147,6.2553385461519e-05
5158,6.2553385461519e-05
5147,0.9999994584316794
5015,0.9999994584316794
5346,0.9999994584316794
6415,6.2553385461519e-05
4990,6.2553385461519e-05
6641,6.2553385461519e-05
7187,0.9999994584316794
5799,6.2553385461519e-05
7110,0.9999994584316794
5313,0.9999994584316794
7087,0.9999994584316794
5616,6.2553385461519e-05
6357,0.9999994584316794
5865,6.2553385461519e-05
5027,6.2553385461519e-05
5420,6.2553385461519e-05
6235,6.2553385461519e-05
5977,6.2553385461519e-05
6851,6.2553385461519e-05
5531,6.2553385461519e-05
6824,0.9999994584316794
6386,6.2553385461519e-05
5207,0.9999994584316794
6887,0.9999994584316794
5051,6.2553385461519e-05
6502,0.9999994584316794
4962,0.9999994584316794
6552,6.2553385461519e-05
6044,0.9999994584316794
5906,0.9999994584316794
5561,6.2553385461519e-05
7115,6.2553385461519e-05
6605,6.2553385461519e-05
7250,6.2553385461519e-05
6875,0.9999994584316794
5773,6.2553385461519e-05
5365,6.2553385461519e-05
6010,6.2553385461519e-05
6399,0.9999994584316794
6748,6.2553385461519e-05
6088,6.2553385461519e-05
7255,6.2553385461519e-05
6861,6.2553385461519e-05
5318,6.2553385461519e-05
5682,0.9999994584316794
7201,0.9999994584316794
6254,6.2553385461519e-05
7072,0.9999994584316794
6312,0.9999994584316794
5241,6.2553385461519e-05
5953,0.9999994584316794
5072,6.2553385461519e-05
6970,0.9999994584316794
5774,6.2553385461519e-05
5382,0.9999994584316794
5469,6.2553385461519e-05
5772,6.2553385461519e-05
5527,6.2553385461519e-05
5169,6.2553385461519e-05
5526,0.9999994584316794
5931,6.2553385461519e-05
5731,6.2553385461519e-05
5651,0.9999994584316794
5569,6.2553385461519e-05
6402,6.2553385461519e-05
6753,0.9999994584316794
5585,6.2553385461519e-05
7046,6.2553385461519e-05
6486,6.2553385461519e-05
5893,6.2553385461519e-05
5868,0.9999994584316794
5281,6.2553385461519e-05
7100,6.2553385461519e-05
6866,6.2553385461519e-05
6436,6.2553385461519e-05
5784,6.2553385461519e-05
5174,6.2553385461519e-05
6350,6.2553385461519e-05
5063,6.2553385461519e-05
6249,6.2553385461519e-05
5808,0.9999994584316794
6984,6.2553385461519e-05
6922,6.2553385461519e-05
5367,6.2553385461519e-05
6625,6.2553385461519e-05
5963,6.2553385461519e-05
6534,6.2553385461519e-05
6730,0.9999994584316794
6054,0.9999994584316794
7295,6.2553385461519e-05
5878,0.9999994584316794
6655,6.2553385461519e-05
5956,6.2553385461519e-05
6926,6.2553385461519e-05
5140,6.2553385461519e-05
5520,6.2553385461519e-05
5110,6.2553385461519e-05
5681,0.9999994584316794
5698,6.2553385461519e-05
5210,6.2553385461519e-05
6059,0.9999994584316794
6569,0.9999994584316794
5428,6.2553385461519e-05
7230,0.9999994584316794
7221,6.2553385461519e-05
5005,0.9999994584316794
6464,0.9999994584316794
5034,6.2553385461519e-05
5304,6.2553385461519e-05
6871,6.2553385461519e-05
6956,0.9999994584316794
6495,0.9999994584316794
5363,6.2553385461519e-05
5634,0.9999994584316794
5850,6.2553385461519e-05
6857,0.9999994584316794
7035,6.2553385461519e-05
7253,0.9999994584316794
6544,6.2553385461519e-05
7202,6.2553385461519e-05
5683,6.2553385461519e-05
7167,6.2553385461519e-05
6055,6.2553385461519e-05
7199,0.9999994584316794
5758,6.2553385461519e-05
5718,0.9999994584316794
5229,0.9999994584316794
5236,6.2553385461519e-05
5360,6.2553385461519e-05
6755,6.2553385461519e-05
6819,0.9999994584316794
5041,6.2553385461519e-05
6104,6.2553385461519e-05
6643,0.9999994584316794
6083,6.2553385461519e-05
5293,6.2553385461519e-05
7088,6.2553385461519e-05
7001,6.2553385461519e-05
5779,0.9999994584316794
6607,6.2553385461519e-05
5103,0.9999994584316794
6215,0.9999994584316794
7096,0.9999994584316794
5039,6.2553385461519e-05
6136,6.2553385461519e-05
6078,6.2553385461519e-05
6037,0.9999994584316794
6113,6.2553385461519e-05
5976,6.2553385461519e-05
7139,0.9999994584316794
5046,6.2553385461519e-05
5451,6.2553385461519e-05
6856,6.2553385461519e-05
5253,6.2553385461519e-05
6695,6.2553385461519e-05
6621,0.9999994584316794
6435,6.2553385461519e-05
5389,0.9999994584316794
6872,6.2553385461519e-05
6908,6.2553385461519e-05
6942,0.9999994584316794
6665,6.2553385461519e-05
6541,6.2553385461519e-05
6688,0.9999994584316794
5368,0.9999994584316794
6923,0.9999994584316794
6313,6.2553385461519e-05
5270,6.2553385461519e-05
5446,0.9999994584316794
5817,6.2553385461519e-05
7209,6.2553385461519e-05
6568,6.2553385461519e-05
6682,6.2553385461519e-05
5699,6.2553385461519e-05
7292,6.2553385461519e-05
5214,6.2553385461519e-05
6437,6.2553385461519e-05
5320,6.2553385461519e-05
7164,6.2553385461519e-05
5221,0.9999994584316794
5856,0.9999994584316794
6353,6.2553385461519e-05
6677,6.2553385461519e-05
6242,0.9999994584316794
5061,6.2553385461519e-05
6868,6.2553385461519e-05
6097,6.2553385461519e-05
7050,6.2553385461519e-05
7171,6.2553385461519e-05
7200,0.9999994584316794
6969,0.9999994584316794
7219,0.9999994584316794
7242,0.9999994584316794
6852,0.9999994584316794
5830,6.2553385461519e-05
6790,6.2553385461519e-05
5265,6.2553385461519e-05
6007,6.2553385461519e-05
7279,6.2553385461519e-05
5463,0.9999994584316794
6355,6.2553385461519e-05
6675,6.2553385461519e-05
5620,0.9999994584316794
4988,6.2553385461519e-05
5765,0.9999994584316794
7091,0.9999994584316794
5933,0.9999994584316794
6470,0.9999994584316794
5841,0.9999994584316794
6574,6.2553385461519e-05
5525,0.9999994584316794
5435,6.2553385461519e-05
7168,6.2553385461519e-05
5909,6.2553385461519e-05
6859,6.2553385461519e-05
6539,0.9999994584316794
5226,6.2553385461519e-05
5260,6.2553385461519e-05
6553,0.9999994584316794
6633,0.9999994584316794
7151,6.2553385461519e-05
5665,0.9999994584316794
6932,6.2553385461519e-05
7294,0.9999994584316794
6321,0.9999994584316794
6469,0.9999994584316794
5614,6.2553385461519e-05
4967,6.2553385461519e-05
