Id,Predicted
5895,0.08
5172,0.09
6207,0.03
7122,0.87
7067,0.13
6173,0.09
6705,0.17
5889,0.01
5036,0.27
6142,0.04
6938,0.03
5932,0.44
5398,0.25
6855,0.1
6632,0.07
5358,0.51
5674,0.26
5384,0.16
5589,0.62
5042,0.08
6095,0.08
7049,0.02
6075,0.73
6878,0.17
5790,0.67
5532,0.08
6118,0.14
6442,0.14
6554,0.26
5973,0.22
5043,0.06
7195,0.5
6746,0.58
6793,0.2
5940,0.3
5584,0.06
5669,0.1
7286,0.15
5992,0.07
6278,0.01
6196,0.29
6052,0.21
5354,0.05
6076,0.12
5134,0.15
6147,0.52
6237,0.8
5245,0.17
5582,0.02
6508,0.27
4968,0.22
6571,0.03
5419,0.89
6377,0.08
6562,0.02
6913,0.35
6014,0.03
5556,0.4
6346,0.2
6310,0.22
6763,0.64
7051,0.47
5117,0.1
6338,0.03
5719,0.27
7181,0.35
7264,0.26
5343,0.04
7277,0.04
6468,0.4
7037,0.04
5782,0.64
5930,0.48
6791,0.35
5332,0.07
5491,0.27
7129,0.04
6948,0.58
6962,0.68
6766,0.33
7172,0.09
5501,0.54
6234,0.01
6450,0.01
5823,0.24
5334,0.06
6821,0.45
5760,0.07
6168,0.36
5644,0.03
6255,0.73
6660,0.35
5991,0.97
5656,0.6
6322,0.29
6877,0.34
4986,0.04
5638,0.41
5206,0.16
5369,0.33
5643,0.42
5862,0.02
6934,0.74
7119,0.07
5124,0.22
4989,0.79
6028,0.04
5486,0.13
5338,0.74
6239,0.53
5287,0.35
6320,0.06
5815,0.2
5154,0.26
6490,0.24
5942,0.03
7085,0.28
6959,0.7
5086,0.21
6758,0.66
5377,0.05
6612,0.48
5447,0.72
6727,0.24
7147,0.45
5158,0.21
5147,0.21
5015,0.38
5346,0.49
6415,0.33
4990,0.05
6641,0.42
7187,0.02
5799,0.16
7110,0.27
5313,0.05
7087,0.03
5616,0.57
6357,0.05
5865,0.03
5027,0.21
5420,0.25
6235,0.03
5977,0.18
6851,0.9
5531,0.16
6824,0.81
6386,0.16
5207,0.08
6887,0.54
5051,0.04
6502,0.03
4962,0.04
6552,0.03
6044,0.1
5906,0.28
5561,0.08
7115,0.51
6605,0.34
7250,0.02
6875,0.1
5773,0.25
5365,0.62
6010,0.52
6399,0.05
6748,0.81
6088,0.67
7255,0.41
6861,0.39
5318,0.61
5682,0.19
7201,0.2
6254,0.64
7072,0.09
6312,0.11
5241,0.2
5953,0.4
5072,0.42
6970,0.25
5774,0.31
5382,0.07
5469,0.41
5772,0.05
5527,0.12
5169,0.04
5526,0.03
5931,0.65
5731,0.84
5651,0.03
5569,0.71
6402,0.03
6753,0.36
5585,0.44
7046,0.5
6486,0.32
5893,0.21
5868,0.07
5281,0.19
7100,0.02
6866,0.3
6436,0.62
5784,0.58
5174,0.06
6350,0.17
5063,0.87
6249,0.78
5808,0.0
6984,0.64
6922,0.5
5367,0.5
6625,0.87
5963,0.26
6534,0.34
6730,0.38
6054,0.45
7295,0.47
5878,0.07
6655,0.13
5956,0.32
6926,0.02
5140,0.32
5520,0.03
5110,0.39
5681,0.14
5698,0.06
5210,0.05
6059,0.32
6569,0.09
5428,0.15
7230,0.03
7221,0.16
5005,0.05
6464,0.06
5034,0.01
5304,0.01
6871,0.36
6956,0.5
6495,0.39
5363,0.77
5634,0.03
5850,0.14
6857,0.02
7035,0.04
7253,0.03
6544,0.04
7202,0.29
5683,0.3
7167,0.06
6055,0.83
7199,0.07
5758,0.42
5718,0.01
5229,0.2
5236,0.02
5360,0.02
6755,0.69
6819,0.17
5041,0.04
6104,0.08
6643,0.08
6083,0.35
5293,0.04
7088,0.04
7001,0.01
5779,0.36
6607,0.02
5103,0.02
6215,0.07
7096,0.06
5039,0.29
6136,0.56
6078,0.01
6037,0.03
6113,0.08
5976,0.21
7139,0.02
5046,0.6
5451,0.34
6856,0.76
5253,0.77
6695,0.18
6621,0.06
6435,0.15
5389,0.19
6872,0.56
6908,0.26
6942,0.04
6665,0.08
6541,0.03
6688,0.16
5368,0.16
6923,0.16
6313,0.41
5270,0.04
5446,0.38
5817,0.71
7209,0.8
6568,0.31
6682,0.79
5699,0.1
7292,0.03
5214,0.42
6437,0.5
5320,0.26
7164,0.18
5221,0.14
5856,0.64
6353,0.07
6677,0.28
6242,0.07
5061,0.25
6868,0.65
6097,0.03
7050,0.28
7171,0.13
7200,0.2
6969,0.01
7219,0.01
7242,0.13
6852,0.07
5830,0.03
6790,0.56
5265,0.2
6007,0.13
7279,0.2
5463,0.09
6355,0.41
6675,0.02
5620,0.24
4988,0.75
5765,0.27
7091,0.22
5933,0.17
6470,0.15
5841,0.22
6574,0.23
5525,0.04
5435,0.02
7168,0.05
5909,0.1
6859,0.31
6539,0.08
5226,0.7
5260,0.25
6553,0.09
6633,0.05
7151,0.08
5665,0.03
6932,0.06
7294,0.21
6321,0.18
6469,0.08
5614,0.06
4967,0.68
